Country,Province,District,Division,Location,Area,Sublocation,Longitude,Latitude
KENYA,NYANZA,HOMA BAY,NYARONGI,WEST KWAMBWAI,17.7732,KAMDAR RACHAR,34.2210999,-0.744638
KENYA,EASTERN,MBEERE,MWEA,MAKIMA,166.9581,MWEA,37.5409012,-0.78972
KENYA,NYANZA,SUBA,GWASSI,GWASSI SOUTH,46.4244,LWALA(SUBA),34.1465988,-0.755394
KENYA,NYANZA,GUCHA,NYAMARAMBE,S. MUGIRANGO CHACHE,9.9378,BOMONYARA,34.6414986,-0.740659
KENYA,NYANZA,NYAMIRA,RIGOMA,EAST KITUTU,9.2266,NYANKOBA,34.9095993,-0.741619
KENYA,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,29.9784,KARATI(NYANDARUA),36.5581017,-0.777034
KENYA,NYANZA,MIGORI,RONGO,WEST KAMAGAMBO,8.0729,KANGESO,34.5603981,-0.740591
KENYA,NYANZA,SUBA,GWASSI,GWASSI SOUTH,12.7719,OWICH(SUBA),34.1083984,-0.749829
KENYA,NYANZA,MIGORI,AWENDO,NORTH SAKWA,15.8861,KADERA KWOYO,34.5483017,-0.760555
KENYA,NYANZA,CENTRAL KISII,KEUMBU,KEUMBU,7.6948,BIRONGO,34.8921013,-0.749318
KENYA,RIFT VALLEY,BOMET,SOTIK,RONGENA,6.7395,KIPNGOSOS,35.0797005,-0.756068
KENYA,NYANZA,HOMA BAY,NYARONGI,WEST KWAMBWAI,23.1754,KASIRIME,34.2584,-0.770832
KENYA,NYANZA,NYAMIRA,BORABU,NYASIONGO,49.5061,NYANSIONGO/GESIMA,34.9952011,-0.77625
KENYA,EASTERN,MWINGI,CENTRAL,KIOMO,141.7526,KAIRUNGU,37.9263992,-0.86533
KENYA,NYANZA,NYAMIRA,RIGOMA,EAST KITUTU,10.6728,BOCHARIA,34.9473991,-0.761195
KENYA,CENTRAL,NYANDARUA,SOUTH KINANGOP,NYAKIO,20.0527,MUKEU(NYANDA),36.6206017,-0.76521
KENYA,EASTERN,MBEERE,MWEA,KARABA,34.2099,WACHORO,37.3064003,-0.780046
KENYA,COAST,TANA RIVER,BURA,HIRIMANI,1832.2285,HIRIMANI,39.206501,-0.916824
KENYA,EASTERN,MBEERE,MWEA,KARABA,50.3153,KARABA(MBEERE),37.3613014,-0.79407
KENYA,NYANZA,MIGORI,KARUNGU,CENTRAL KARUNGU,15.3994,OTATI,34.1959,-0.774981
KENYA,CENTRAL,KIAMBU,LARI,KAMAE,57.9434,KAMAE,36.665699,-0.808143
KENYA,NYANZA,MIGORI,AWENDO,NORTH SAKWA,16.3916,KAKMASIA,34.5115013,-0.779579
KENYA,NYANZA,CENTRAL KISII,MASABA,NYARIBARI CENTRAL,3.6783,AMABUKO,34.9262009,-0.7673
KENYA,NYANZA,HOMA BAY,NYARONGI,EAST KWAMBWAI,24.2942,KODONDO,34.3140984,-0.809651
KENYA,NYANZA,GUCHA,NYAMARAMBE,S. MUGIRANGO CENTRAL,5.7119,NYANSORE,34.6445999,-0.766114
KENYA,CENTRAL,MARAGUA,MARAGUA,MARAGUA RIDGE,22.9705,MARAGUA RIDGE,37.2173004,-0.782282
KENYA,NYANZA,GUCHA,NYAMARAMBE,S. MUGIRANGO CENTRAL,13.8502,BOMONYAMA,34.6381989,-0.792574
KENYA,CENTRAL,MARAGUA,KIGUMO,KANGARI,24.2834,MAKOMBOKI,36.8278008,-0.794488
KENYA,NYANZA,HOMA BAY,NYARONGI,WEST KWAMBWAI,8.1945,KASIRIME KAWANGA,34.271801,-0.789854
KENYA,NYANZA,MIGORI,KARUNGU,WEST KARUNGU,26.9786,GUNGA,34.1315002,-0.790389
KENYA,NYANZA,GUCHA,NYAMARAMBE,S. MUGIRANGO CENTRAL,13.1139,BOGETENGA,34.656601,-0.793075
KENYA,RIFT VALLEY,BOMET,SOTIK,RONGENA,7.1579,BURGEI,35.1048012,-0.788576
KENYA,NYANZA,MIGORI,KARUNGU,WEST KARUNGU,14.9343,SORI,34.1587982,-0.8072
KENYA,NYANZA,HOMA BAY,NYARONGI,WEST KWAMBWAI,17.6488,KADHOLA,34.2910004,-0.800102
KENYA,RIFT VALLEY,BOMET,LONGISA,KIMUNCHUL,8.958,SITOTWET,35.5102997,-0.791311
KENYA,EASTERN,MACHAKOS,MASINGA,KIVAA,113.4684,KIVAA,37.7108002,-0.840677
KENYA,RIFT VALLEY,NAROK,MULOT,SAGAMIAN,21.1693,SAGAMIAN,35.5783997,-0.795629
KENYA,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,29.0902,KAGURIA KAMENYA,34.463501,-0.81174
KENYA,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,34.403,KOGUTA(HBAY),34.4221001,-0.80662
KENYA,EASTERN,MACHAKOS,NDITHINI,MANANJA,35.2465,KASUVILO,37.2977982,-0.820574
KENYA,NYANZA,HOMA BAY,NYARONGI,WEST KANYIDOTO,29.4494,SOUTH KABURA,34.3457985,-0.816849
KENYA,NYANZA,HOMA BAY,NYARONGI,SOUTH KANYIKELA,16.2475,SOUTH KANYIKELA,34.3777008,-0.809774
KENYA,CENTRAL,THIKA,GATANGA,KIGORO,19.5078,NDAKAINI,36.8255005,-0.818354
KENYA,EASTERN,MBEERE,MWEA,RIAKANAU,64.5095,RIAKANAU,37.4059982,-0.827275
KENYA,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,22.791,MATURA(S. KINANGOP),36.5877991,-0.818858
KENYA,CENTRAL,MARAGUA,KANDARA,RUCHU,20.0704,GITHUMU,36.906601,-0.817689
KENYA,NYANZA,MIGORI,KARUNGU,CENTRAL KARUNGU,12.2886,RAGA,34.1771011,-0.812934
KENYA,CENTRAL,MARAGUA,MAKUYU,KAMBITI,16.8623,KAMBITI(MARAGUA),37.2439003,-0.817223
KENYA,EASTERN,MBEERE,MWEA,MAKIMA,134.9066,MBONDONI,37.5153008,-0.851001
KENYA,NYANZA,NYAMIRA,BORABU,ESISE,20.3583,EKERUBO,35.0550003,-0.821367
KENYA,CENTRAL,MARAGUA,KANDARA,RUCHU,8.8211,GITURU,36.8764,-0.815957
KENYA,RIFT VALLEY,NAKURU,NAIVASHA,HELL'S GATE,339.8691,OLKARIA,36.3627014,-0.897042
KENYA,RIFT VALLEY,BOMET,LONGISA,CHEMANER,3.7173,KAPSIGIRIO,35.5042992,-0.807321
KENYA,EASTERN,MACHAKOS,MASINGA,KIVAA,52.6982,KYONDONI(MACHA),37.8078003,-0.846216
KENYA,RIFT VALLEY,BOMET,LONGISA,CHEMANER,4.7987,CHAMBORI,35.4920998,-0.814418
KENYA,RIFT VALLEY,BOMET,NDANAI,NDANAI,11.7283,CHEPLEWA,35.0812988,-0.826231
KENYA,NYANZA,NYAMIRA,BORABU,ESISE,35.2791,MANGA/LIETIGO,35.0074005,-0.832607
KENYA,NYANZA,MIGORI,KARUNGU,EAST KARUNGU,13.1774,MISIWI,34.1973,-0.823767
KENYA,NYANZA,MIGORI,AWENDO,WEST SAKWA,16.7199,KAMRESI,34.4958992,-0.847613
KENYA,RIFT VALLEY,NAROK,MULOT,SAGAMIAN,13.2231,MOGOIWET,35.5251999,-0.821501
KENYA,NYANZA,MIGORI,KARUNGU,SOUTH EAST KARUNGU,16.5306,OKAYO,34.2271004,-0.828262
KENYA,EASTERN,MACHAKOS,NDITHINI,MANANJA,28.8771,MANANJA,37.2675018,-0.847319
KENYA,RIFT VALLEY,NAKURU,NAIVASHA,MAIELLA,91.6715,KONGONI(NAKURU),36.2394981,-0.859237
KENYA,EASTERN,MWINGI,MIGWANI,THITANI,62.3872,THAANA,37.8555984,-0.875867
KENYA,RIFT VALLEY,BOMET,LONGISA,CHEMANER,15.7009,KICHUTMOI,35.4668999,-0.829709
KENYA,NYANZA,MIGORI,KARUNGU,SOUTH EAST KARUNGU,22.3207,NGIRA,34.2402,-0.841709
KENYA,NYANZA,MIGORI,AWENDO,WEST SAKWA,13.5516,RABONDO,34.4828987,-0.837645
KENYA,NYANZA,MIGORI,URIRI,KAMGUNDHO,17.4766,KAMGUNDHO I,34.4315987,-0.847123
KENYA,NYANZA,MIGORI,NYATIKE,NORTH KADEM,28.2689,MAGUNGU,34.2602997,-0.854207
KENYA,CENTRAL,THIKA,GATANGA,KIGORO,14.5002,KIGORO,36.8820992,-0.843538
KENYA,RIFT VALLEY,NAKURU,NAIVASHA,MAIELLA,40.9378,MAIELLA,36.1931992,-0.875536
KENYA,RIFT VALLEY,NAROK,MULOT,ILMOTIOK,60.286,ILMOTIOK(NAROK),35.5001984,-0.870439
KENYA,RIFT VALLEY,BOMET,LONGISA,KAPKIMOLWA,21.9631,KOIBEIYON,35.4424019,-0.857503
KENYA,CENTRAL,MARAGUA,KANDARA,RUCHU,12.9944,MUNGARIA(MARAGUA),36.9375,-0.857579
KENYA,NYANZA,MIGORI,URIRI,NORTH KANYAMKAGO,41.4153,KATIENO II,34.405899,-0.865559
KENYA,RIFT VALLEY,BOMET,NDANAI,GELEGELE,9.5141,KIPSIMBOL,35.0606003,-0.854788
KENYA,EASTERN,MACHAKOS,MASINGA,MASINGA,50.8722,MUKUSU,37.6282005,-0.880307
KENYA,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,19.2262,BAMBOO,36.5772018,-0.861944
KENYA,NYANZA,GUCHA,ETAGO,GETENGA,8.5783,NYATARO,34.6422997,-0.85472
KENYA,EASTERN,MACHAKOS,NDITHINI,NDITHINI,48.0259,KIATENENI,37.3186989,-0.877586
KENYA,CENTRAL,KIAMBU,LARI,KAMAE,16.9697,KAMUKOMBI-INI,36.6306992,-0.857976
KENYA,RIFT VALLEY,BOMET,NDANAI,GELEGELE,6.5058,KOIYET,35.0360985,-0.856926
KENYA,NYANZA,MIGORI,URIRI,NORTH KANYAMKAGO,23.1859,KOMENYA MASOGE,34.3504982,-0.867892
KENYA,EASTERN,MACHAKOS,NDITHINI,NDITHINI,86.0443,MILAANI,37.3942986,-0.889034
KENYA,NYANZA,GUCHA,ETAGO,GETENGA,8.0307,EBURI,34.6267014,-0.867307
KENYA,NYANZA,MIGORI,NYATIKE,NORTH KADEM,25.0316,BALA,34.2573013,-0.884529
KENYA,CENTRAL,MARAGUA,MAKUYU,MAKUYU,23.7778,GAKUNGU,37.2202988,-0.890136
KENYA,CENTRAL,MARAGUA,KANDARA,ITHIRU,8.988,KAGUTHI,36.9627991,-0.878791
KENYA,CENTRAL,KIAMBU,LARI,KINALE,20.1517,KINALE,36.6323013,-0.882531
KENYA,RIFT VALLEY,BOMET,LONGISA,KAPKIMOLWA,10.9996,KAPKIMOLWA,35.412899,-0.886062
KENYA,CENTRAL,MARAGUA,MAKUYU,MAKUYU,47.7564,GATHUNGURURU,37.1781006,-0.920609
KENYA,EASTERN,MACHAKOS,MASINGA,KITHYOKO,70.308,MIANGENI(MACHAKOS),37.7787018,-0.94373
KENYA,RIFT VALLEY,BOMET,NDANAI,ABOSI,32.5021,KAPCHUMBE,35.1198006,-0.898493
KENYA,RIFT VALLEY,BOMET,NDANAI,GELEGELE,14.2419,GELEGELE,35.0396004,-0.880975
KENYA,RIFT VALLEY,BOMET,NDANAI,ABOSI,10.3761,ABOSI,35.0780983,-0.886878
KENYA,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,11.8657,GITWE(NYANDARUA),36.5612984,-0.894092
KENYA,NYANZA,GUCHA,ETAGO,GETENGA,14.2533,NYABERA(GUCHA),34.6349983,-0.894976
KENYA,EASTERN,MACHAKOS,MASINGA,MASINGA,59.6648,KATULYE,37.5723,-0.91663
KENYA,CENTRAL,THIKA,KAKUZI,KAKUZI,77.562,KIRIMIRI,37.2582016,-0.929097
KENYA,NYANZA,MIGORI,NYATIKE,CENTRAL KADEM,14.2823,W. KANYUOR,34.2083015,-0.892974
KENYA,CENTRAL,KIAMBU,LARI,KINALE,93.3968,MUKEU(KIAMBU),36.6478996,-0.921486
KENYA,RIFT VALLEY,NAROK,MULOT,MULOT,12.7405,OLCHORRO OIROUA,35.4468994,-0.902605
KENYA,CENTRAL,MARAGUA,KANDARA,ITHIRU,5.462,GAKARARA,36.9855003,-0.89756
KENYA,CENTRAL,MARAGUA,KANDARA,MURUKA,13.6174,GATITU/NGUTHIRU,37.0704002,-0.928638
KENYA,RIFT VALLEY,TRANS MARA,PIRRAR,KAPUNE,10.6685,KAPUNE,35.0060997,-0.90303
KENYA,NYANZA,MIGORI,NYATIKE,CENTRAL KADEM,36.5519,KARAPOLO,34.2193985,-0.940581
KENYA,CENTRAL,MARAGUA,MAKUYU,MAKUYU,24.5274,KIMORORI,37.1385994,-0.933016
KENYA,CENTRAL,MARAGUA,KANDARA,MURUKA,20.6084,MURUKA,37.0451012,-0.923653
KENYA,RIFT VALLEY,TRANS MARA,PIRRAR,SIRUA AULO,19.0391,SIRUA AULO,34.9816017,-0.92712
KENYA,RIFT VALLEY,TRANS MARA,PIRRAR,MEGWARA,9.8705,ROMOSHA,34.9592018,-0.911928
KENYA,EASTERN,MACHAKOS,MASINGA,KITHYOKO,54.7066,EENDEI,37.8280983,-0.960757
KENYA,RIFT VALLEY,NAROK,MAU,ENOOSUPUKIA,217.394,ENOOSUPUKIA,36.235199,-0.979105
KENYA,CENTRAL,MARAGUA,KANDARA,MURUKA,10.03,NAARO,37.0280991,-0.929545
KENYA,NYANZA,MIGORI,NYATIKE,CENTRAL KADEM,20.1796,KAKELO KAKOTH,34.1796989,-0.921115
KENYA,RIFT VALLEY,BOMET,LONGISA,KIPLABOTWA,11.6947,KAPLIYO,35.4118996,-0.92397
KENYA,RIFT VALLEY,NAKURU,NAIVASHA,LONGONOT,104.6373,MAI MAHIU,36.5512009,-0.982806
KENYA,CENTRAL,MARAGUA,KANDARA,KAGUNDUINI,7.1109,GITURA(MARAGUA),37.1128998,-0.921845
KENYA,CENTRAL,MARAGUA,KANDARA,MURUKA,10.3408,NGARARIA,37.020401,-0.938587
KENYA,RIFT VALLEY,TRANS MARA,PIRRAR,MEGWARA,12.2876,MEGWARA(TMARA),34.9367981,-0.931082
KENYA,RIFT VALLEY,TRANS MARA,KILGORIS,OSUPUKO,16.0148,OSUPUKO,34.9030991,-0.930918
KENYA,RIFT VALLEY,NAROK,MULOT,MULOT,37.3837,MULOT,35.4553986,-0.949287
KENYA,CENTRAL,MARAGUA,KANDARA,KAGUNDUINI,9.019,KABATI(MARAGUA),37.1004982,-0.936151
KENYA,EASTERN,MACHAKOS,NDITHINI,NDITHINI,17.4383,NDITHINI(NDITHINI),37.3432007,-0.946913
KENYA,NYANZA,MIGORI,NYATIKE,WEST KADEM,7.6153,ANEKO,34.1520996,-0.934142
KENYA,CENTRAL,THIKA,KAKUZI,ITHANGA,15.3799,GIATHANINI,37.3139992,-0.949631
KENYA,EASTERN,MWINGI,MIGWANI,THITANI,43.4925,YENZUVA,37.8881989,-0.978762
KENYA,RIFT VALLEY,BOMET,SIONGIROI,CHEBUNYO,20.0778,CHEBUNYO,35.1785011,-0.950396
KENYA,RIFT VALLEY,TRANS MARA,KILGORIS,POROKO,16.6529,POROKO,34.8720016,-0.941771
KENYA,NYANZA,GUCHA,ETAGO,GETENGA,8.509,NDONYO,34.6371994,-0.943151
KENYA,CENTRAL,KIAMBU,LARI,KIJABE,11.1118,KIJABE,36.6024017,-0.950594
KENYA,RIFT VALLEY,BOMET,LONGISA,KIPLABOTWA,19.226,OLOKYIN,35.3746986,-0.947359
KENYA,RIFT VALLEY,BOMET,SIONGIROI,MOGOR,5.2565,MOGOR,35.1376991,-0.940926
KENYA,RIFT VALLEY,TRANS MARA,KILGORIS,OLOLCHANI,13.7576,OLOLCHANI,34.8395996,-0.954517
KENYA,EASTERN,MACHAKOS,NDITHINI,MUTHESYA,24.788,MUTHESYA,37.3793983,-0.973944
KENYA,RIFT VALLEY,TRANS MARA,KILGORIS,SHANKOE,37.2441,SHANKOE,34.7995987,-0.97155
KENYA,NYANZA,GUCHA,ETAGO,GETENGA,9.0849,MUMA,34.6659012,-0.951545
KENYA,RIFT VALLEY,NAROK,MULOT,ENELERAI,57.8796,RONGENA(NAROK),35.4141998,-0.988195
KENYA,CENTRAL,THIKA,KAKUZI,MITUMBIRI,56.4753,WEMBA,37.1660995,-0.978328
KENYA,NYANZA,MIGORI,NYATIKE,WEST KADEM,21.2715,WINAM,34.1498985,-0.9834
KENYA,NYANZA,MIGORI,NYATIKE,WEST KADEM,16.9604,AMOYO,34.1679993,-0.969145
KENYA,RIFT VALLEY,TRANS MARA,KILGORIS,SHANKOE,13,OLEREKO,34.7643013,-0.965895
KENYA,CENTRAL,THIKA,KAKUZI,ITHANGA,29.9983,KAGUKU,37.3342018,-0.990583
KENYA,RIFT VALLEY,BOMET,SIGOR,LELAITICH,14.5668,KAPSABUL,35.3242989,-0.963805
KENYA,CENTRAL,KIAMBU,LARI,KIJABE,6.0769,MBAU-INI,36.6109009,-0.97281
KENYA,NYANZA,GUCHA,ETAGO,S. MUGIRANGO BORABU,3.1803,MONIANKU,34.6852989,-0.961306
KENYA,RIFT VALLEY,TRANS MARA,KEIYAN,ENOSAEN,28.6724,MAPASHI,34.7280006,-0.982741
KENYA,CENTRAL,THIKA,KAKUZI,MITUMBIRI,54.5468,THUTHUA,37.1127014,-1.01328
KENYA,RIFT VALLEY,BOMET,SIGOR,KABOSON,28.3849,KABOSON,35.232399,-0.99197
KENYA,EASTERN,MACHAKOS,NDITHINI,MUTHESYA,28.7797,KATHUKINI,37.422699,-0.997225
KENYA,RIFT VALLEY,BOMET,SIONGIROI,CHEBUNYO,9.4628,ROBORWO,35.1888008,-0.980228
KENYA,RIFT VALLEY,TRANS MARA,KEIYAN,OLOLTARE,53.7584,ILPASHIRE,34.6365013,-1.00521
KENYA,RIFT VALLEY,NAROK,MULOT,ENELERAI,31.939,ENELERAI,35.3583984,-0.991138
KENYA,RIFT VALLEY,TRANS MARA,KEIYAN,OLOLTARE,35.2207,OLOLTARE,34.6879997,-1.00726
KENYA,RIFT VALLEY,BOMET,SIGOR,KABOSON,16.9666,NOGIRWET,35.2644005,-0.997838
KENYA,RIFT VALLEY,BOMET,SIGOR,LELAITICH,13.631,LUGUMEK,35.2939987,-0.993128
KENYA,NYANZA,MIGORI,MUHURU,CENTRAL MUHURU,4.5035,SUMBA(MIGORI),34.0904999,-0.985711
KENYA,EASTERN,MACHAKOS,MASINGA,KITHYOKO,81.3662,THATHA(MACHAKOS),37.7655983,-1.03715
KENYA,CENTRAL,KIAMBU,LARI,KIRENGA,15.8829,ESCARPMENT,36.6085014,-1.00526
KENYA,EASTERN,MWINGI,MIGWANI,NGUUTANI,76.334,NZALAE,37.8577003,-1.0562201
KENYA,RIFT VALLEY,NAKURU,NAIVASHA,LONGONOT,290.1177,SATELLITE,36.4616013,-1.05185
KENYA,EASTERN,MACHAKOS,MASINGA,KANGONDE,75.4742,KANGONDE,37.6631012,-1.04638
KENYA,NYANZA,MIGORI,MUHURU,CENTRAL MUHURU,4.3867,NYABOMO,34.1109009,-1.0017101
KENYA,CENTRAL,THIKA,KAKUZI,ITHANGA,26.4361,NGELELYA,37.3810005,-1.02075
KENYA,EASTERN,MACHAKOS,MASINGA,KANGONDE,46.8201,MUSINGINI,37.6027985,-1.04035
KENYA,NYANZA,MIGORI,MUHURU,WEST MUHURU,4.3817,KITHII,34.0684013,-1.00332
KENYA,EASTERN,MACHAKOS,MASINGA,KITHYOKO,58.4938,KITHYOKO,37.8119011,-1.05632
KENYA,NYANZA,MIGORI,MUHURU,WEST MUHURU,2.0051,NYANCHA(MIGORI),34.0539017,-0.999635
KENYA,NYANZA,MIGORI,MUHURU,EAST MUHURU,8.8548,TAGACHE,34.1339989,-1.0147001
KENYA,RIFT VALLEY,NAROK,OLOLULUNGA,LEMEK,551.2447,LEMEK,35.3292999,-1.09312
KENYA,NYANZA,MIGORI,NYATIKE,EAST KADEM,30.2742,BANDE,34.1907997,-1.03414
KENYA,COAST,TANA RIVER,BURA,HIRIMANI,630.6524,WALESORHEA,39.4193993,-1.07999
KENYA,EASTERN,MACHAKOS,YATTA,MAVOLONI,27.7373,KWANDOLO,37.4466019,-1.04759
KENYA,CENTRAL,THIKA,KAKUZI,KAKUZI,57.6308,GITUAMBA(KAKUZI),37.3468018,-1.05405
KENYA,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,44.3951,NGOLIBA,37.2901993,-1.06508
KENYA,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,49.8672,GATUANYAGA,37.2058983,-1.06039
KENYA,NYANZA,MIGORI,MUHURU,SOUTH EAST MUHURU,6.2258,NYANKONDO,34.1190987,-1.0285701
KENYA,CENTRAL,KIAMBU,LARI,GITITHIA,13.1782,GITITHIA,36.6054001,-1.04511
KENYA,RIFT VALLEY,TRANS MARA,KEIYAN,SIKAWA,36.2587,SIKAWA,34.6338005,-1.06093
KENYA,NYANZA,MIGORI,NYATIKE,KALER,24.9936,OLASI,34.2169991,-1.06069
KENYA,NYANZA,MIGORI,MUHURU,SOUTH EAST MUHURU,7.0888,IBENCHO,34.1579018,-1.0513901
KENYA,EASTERN,MACHAKOS,YATTA,MATUU,30.8314,KATULANI(MACHAKOS),37.5747986,-1.09692
KENYA,RIFT VALLEY,TRANS MARA,KEIYAN,SIKAWA,30.6014,OLDANYATI,34.6651993,-1.07877
KENYA,RIFT VALLEY,KAJIADO,NGONG,NORTH KEEKONYOKIE,94.131,OLGUMI,36.3815002,-1.10663
KENYA,EASTERN,MACHAKOS,YATTA,MAVOLONI,38.2489,MAVOLONI,37.4034004,-1.08525
KENYA,NYANZA,MIGORI,NYATIKE,KALER,29.5945,KIASA,34.2510986,-1.07859
KENYA,CENTRAL,KIAMBU,LIMURU,LIMURU,22.308,BIBIRIONI,36.6226997,-1.08069
KENYA,CENTRAL,THIKA,RUIRU,JUJA,151.379,KALIMONI,37.0945015,-1.13811
KENYA,CENTRAL,KIAMBU,LIMURU,NDEIYA,10.6214,NDIUNI,36.5847015,-1.09512
KENYA,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,37.5273,KIBOKO(MACHAKOS),37.2696991,-1.10829
KENYA,COAST,TANA RIVER,GALORE,CHIFIRI,1560.3214,CHIFIRI,39.3137016,-1.19516
KENYA,EASTERN,MACHAKOS,MATUNGULU,KYELENI,10.7376,KWOSAU,37.2224007,-1.09048
KENYA,NYANZA,MIGORI,SUBA WEST,SUNA WEST,19.1392,GIRIBE,34.2823982,-1.0986
KENYA,EASTERN,KITUI,YATTA,KWA VONZA,321.8517,KANYONYONI,37.7052994,-1.16895
KENYA,EASTERN,MACHAKOS,YATTA,NDALANI,46.0684,MAMBA,37.4369011,-1.12261
KENYA,NYANZA,MIGORI,SUBA WEST,SUNA WEST,21.8042,KOPANGA,34.3097,-1.11666
KENYA,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,33.009,MUNYU,37.1375008,-1.1135
KENYA,EASTERN,MACHAKOS,MATUNGULU,KYELENI,29.6526,KYELENI,37.2025986,-1.12797
KENYA,CENTRAL,THIKA,RUIRU,RUIRU,49.2442,RUIRU(THIKA),36.9185982,-1.13442
KENYA,EASTERN,MACHAKOS,YATTA,KITHIMANI,63.5829,KITHIMANI,37.4165001,-1.16224
KENYA,RIFT VALLEY,KAJIADO,NGONG,NORTH KEEKONYOKIE,90.204,INKIUSHINI,36.4522018,-1.14779
KENYA,EASTERN,KITUI,KABATI,KATUTU,89.2563,KATUTU,37.8097992,-1.17345
KENYA,CENTRAL,KIAMBU,LIMURU,NDEIYA,21.8365,TIEKUNU,36.580101,-1.12471
KENYA,RIFT VALLEY,TRANS MARA,KEIYAN,MASURURA,43.1786,NAROLONG,34.6660995,-1.1453201
KENYA,NYANZA,MIGORI,SUBA WEST,SUNA WASIMBETE,25.4555,MUBACHI,34.3454018,-1.14615
KENYA,CENTRAL,KIAMBU,LIMURU,NDEIYA,39.2825,NDERU,36.5728989,-1.15625
KENYA,RIFT VALLEY,TRANS MARA,KEIYAN,MASURURA,48.0796,MASURURA,34.7103004,-1.16983
KENYA,NORTH EASTERN,GARISSA,BURA,MANSABUBU,546.3561,MANSABUBU,40.1945992,-1.22183
KENYA,EASTERN,MACHAKOS,MATUNGULU,KYELENI,17.0218,KITULUNI(MACHAKOS),37.2144012,-1.16392
KENYA,NYANZA,KURIA,MABERA,BUGEMBE WEST,30.5144,NGOCHONI,34.4035988,-1.1752501
KENYA,CENTRAL,THIKA,RUIRU,RUIRU,144.491,KIUU,37.0298004,-1.20056
KENYA,RIFT VALLEY,TRANS MARA,LOLGORIAN,OLORIEN,578.3855,OLOLMONGI,34.9486008,-1.34146
KENYA,NAIROBI,NAIROBI,KASARANI,KAHAWA,7.1814,KAHAWA WEST/JUJA K,36.9051018,-1.171
KENYA,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,5.451,GATHANGA,36.7848015,-1.17931
KENYA,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,19.6391,THINDIGWA,36.8270988,-1.19076
KENYA,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,9.8966,KIAMUMBI,36.8694,-1.18161
KENYA,CENTRAL,NYANDARUA,NDARAGWA,MATHINGIRA,18.7363,NDIVAI,36.4878006,0.0696811
KENYA,CENTRAL,NYANDARUA,NDARAGWA,LESHAU,49.9473,MBUYU,36.5158997,0.032708
KENYA,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,52.188,KIANJOGU(NYANDA),36.5125008,-0.0133579
KENYA,CENTRAL,NYANDARUA,NDARAGWA,LESHAU,48.076,KARAGOINI,36.4541016,0.0056636
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,GATIMU,38.5981,GATIMU(NYANDARUA),36.3772011,-0.0097552
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,GATIMU,25.4031,KANGUO,36.3909988,-0.0474032
KENYA,CENTRAL,NYANDARUA,NDARAGWA,KANYAGIA,31.008,MURUAI,36.4398003,-0.0842082
KENYA,CENTRAL,NYANDARUA,NDARAGWA,KANYAGIA,18.8415,KANYAGIA,36.4656982,-0.083068
KENYA,CENTRAL,NYANDARUA,NDARAGWA,KANYAGIA,36.3289,KIHARA(NYANDA),36.5028992,-0.0856344
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,GATANJE,25.5401,NGANO,36.2933998,-0.0894834
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,WERU,27.4533,GATUMBIRO(NYAND),36.3947983,-0.086012
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,OL JORO OROK,21.9426,LESIRKO,36.3452988,-0.1082
KENYA,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,50.2792,PESI(NYANDARUA),36.5469017,-0.118243
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,OL JORO OROK,29.1034,ORAIMUTIA,36.3098984,-0.116724
KENYA,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,19.922,SIMBARA,36.4877014,-0.127488
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,WERU,23.133,KIRIMANGAI,36.3536987,-0.140804
KENYA,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,18.6479,KIRIOGO,36.5985985,-0.122912
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,WERU,55.6181,WERU,36.4049988,-0.140703
KENYA,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,53.3453,KIRIMA(NYANDARUA),36.4664001,-0.200785
KENYA,CENTRAL,NYANDARUA,OL JORO OROK,OL JORO OROK,20.2333,NYAIROKO,36.3137016,-0.163565
KENYA,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,22.9689,KARANDI,36.5197983,-0.171402
