Country,Province,District,Division,Location,Area,Sublocation,Longitude,Latitude
KENYA,RIFT VALLEY,TURKANA,KIBISH,KIBISH,683.4821,KIBISH,35.6655998,5.3400102
KENYA,RIFT VALLEY,TURKANA,KIBISH,NAITA,1642.6463,NAITA,35.4126015,5.2449098
KENYA,RIFT VALLEY,TURKANA,KIBISH,NATAPAL,878.5184,NATAPAL,35.2271996,5.1128302
KENYA,RIFT VALLEY,TURKANA,KIBISH,KIBISH,702.8936,LOKAMARINYANG,35.7212982,5.0594501
KENYA,RIFT VALLEY,TURKANA,KIBISH,NATAPAL,749.4549,KARACHI I,35.1010017,4.99511
KENYA,RIFT VALLEY,TURKANA,KAALING,LORUTH,725.0556,KARACHI II,34.9926987,4.8501301
KENYA,RIFT VALLEY,TURKANA,LOKICHOGGIO,LORAU,1578.4282,LOTIKIPI,34.8102989,4.6823001
KENYA,RIFT VALLEY,TURKANA,LOKICHOGGIO,NANAM,1207.3897,LOMEYAN(LOKI),34.6038017,4.5518198
KENYA,RIFT VALLEY,TURKANA,LAPUR,KOKURO,530.2191,TODONYANG,35.8562012,4.4995699
KENYA,EASTERN,MARSABIT,NORTH HORR,ILLERET,3657.3166,ILLERET,36.4252014,4.1132102
KENYA,EASTERN,MARSABIT,NORTH HORR,DUKANA,3073.047,SABARET,36.8847008,4.1584702
KENYA,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,486.5149,LOKICHOGGIO,34.1599007,4.22576
KENYA,NORTH EASTERN,MANDERA,MALKAMARI,MALKAMARI,389.2791,MALKAMARI,40.6072006,4.1626201
KENYA,EASTERN,MARSABIT,NORTH HORR,DUKANA,1721.6098,DUKANA,37.2613983,3.98208
KENYA,NORTH EASTERN,MANDERA,MALKAMARI,HULLOW,501.869,HULLOW,40.7272987,4.1286201
KENYA,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOTETELEITIT,376.8808,LOTETELEITIT,34.1557007,4.0909801
KENYA,NORTH EASTERN,MANDERA,MALKAMARI,MALKARUKA,441.8376,MALKARUKA,40.7411003,4.0157099
KENYA,NORTH EASTERN,MANDERA,BANISA,LULIS,180.418,LULIS,40.342701,4.0503802
KENYA,NORTH EASTERN,MANDERA,RHAMU DIMTU,GERSEY,513.3199,GERSEY,40.9295998,4.00492
KENYA,EASTERN,MARSABIT,NORTH HORR,BALESA RIRIBA,1125.1325,EL-HADI,37.6066017,3.8401501
KENYA,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,989.0069,SONGOT(OROPOI),34.3742981,3.9450099
KENYA,NORTH EASTERN,MANDERA,BANISA,EYMOLE,129.3355,EYMOLE,40.2134018,4.00177
KENYA,NORTH EASTERN,MANDERA,BANISA,KILIWAHERI,88.4437,KILIWAHERI,40.0578995,3.93205
KENYA,NORTH EASTERN,MANDERA,RHAMU DIMTU,RHAMU DIMTU,151.8576,RHAMU DIMTU,41.009201,3.9251399
KENYA,NORTH EASTERN,MANDERA,KHALALIO,BUR ABOR,10.5375,SHARIF,41.7131996,3.9644899
KENYA,NORTH EASTERN,MANDERA,KHALALIO,BUR ABOR,9.0377,BUR ABOR,41.728199,3.9653201
KENYA,NORTH EASTERN,MANDERA,KHALALIO,BULLA HAJI,2.8949,BULLA HAJI,41.7438011,3.9805901
KENYA,NORTH EASTERN,MANDERA,HARERI,ARESA,65.3723,ARESA,41.5363007,3.91799
KENYA,NORTH EASTERN,MANDERA,KHALALIO,KHALALIO,9.3436,LEMANDID,41.6212006,3.97105
KENYA,NORTH EASTERN,MANDERA,KHALALIO,BELLA,25.3094,BELLA,41.6898994,3.9371099
KENYA,NORTH EASTERN,MANDERA,CENTRAL,NEBOI,17.263,NEBOI,41.7961006,3.95766
KENYA,NORTH EASTERN,MANDERA,RHAMU DIMTU,MADO,33.2455,MADO,41.0749016,3.9136901
KENYA,NORTH EASTERN,MANDERA,CENTRAL,BORDER POINT ONE,8.8728,BORDER POINT ONE,41.8865013,3.96439
KENYA,NORTH EASTERN,MANDERA,KHALALIO,GEDUDIYA,24.4875,GEDUDIYA,41.5680008,3.9187701
KENYA,NORTH EASTERN,MANDERA,HARERI,HARERI,129.6837,HARERI,41.4670982,3.9077599
KENYA,NORTH EASTERN,MANDERA,KHALALIO,GINGO,35.7994,DARIKA,41.6458015,3.91187
KENYA,NORTH EASTERN,MANDERA,KHALALIO,BELLA,20.3082,MATASAFARA,41.6691017,3.9191501
KENYA,NORTH EASTERN,MANDERA,HARERI,QUMBISO,401.4069,QUMBISO,41.3137016,3.7707701
KENYA,NORTH EASTERN,MANDERA,RHAMU DIMTU,MADO,32.6427,KALICHA,41.0848999,3.9015
KENYA,NORTH EASTERN,MANDERA,RHAMU,GIRISA,17.5831,GIRISA,41.2475014,3.93542
KENYA,NORTH EASTERN,MANDERA,RHAMU DIMTU,YABICHO,220.8245,YABICHO,41.1105995,3.8447599
KENYA,NORTH EASTERN,MANDERA,CENTRAL,BULLA JAMHURIA,3.7093,BULLA POWER,41.8694,3.9486401
KENYA,NORTH EASTERN,MANDERA,HARERI,SALA,639.8803,SALA(MANDERA),41.1940994,3.7096901
KENYA,NORTH EASTERN,MANDERA,CENTRAL,BULLA JAMHURIA,1.0759,BULLA JAMHURIA,41.8569984,3.94893
KENYA,NORTH EASTERN,MANDERA,RHAMU,SHANTOLEY,4.5293,SHANTOLEY,41.2243996,3.9437599
KENYA,NORTH EASTERN,MANDERA,CENTRAL,BULLA JAMHURIA,2.2932,BULLA NGUVU,41.8446999,3.9463899
KENYA,NORTH EASTERN,MANDERA,RHAMU,RHAMU,52.7235,RHAMU,41.1968002,3.9033899
KENYA,NORTH EASTERN,MANDERA,CENTRAL,CENTRAL,6.9757,CENTRAL,41.8401985,3.93571
KENYA,NORTH EASTERN,MANDERA,CENTRAL,TOWNSHIP,3.6879,TOWNSHIP(MANDERA),41.8726006,3.9363301
KENYA,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,556.2998,OROPOI,34.3392982,3.7950301
KENYA,NORTH EASTERN,MANDERA,CENTRAL,BULLA MPYA,5.1741,BULLA MPYA,41.8516006,3.9193399
KENYA,NORTH EASTERN,MANDERA,CENTRAL,KAMOR,1.6245,KAMOR,41.8634987,3.92027
KENYA,NORTH EASTERN,MANDERA,CENTRAL,BULLA BARWAKO,4.1731,BULLA BARWAKO,41.8432007,3.9066701
KENYA,NORTH EASTERN,MANDERA,CENTRAL,BULLA BARWAKO,21.5902,BOKOLOW,41.8190994,3.8995299
KENYA,NORTH EASTERN,MANDERA,KHALALIO,HARERI HOSLE,23.5663,KAMORO-ELE,41.8025017,3.8652999
KENYA,EASTERN,MARSABIT,MAIKONA,HURRI HILLS,784.7883,FUROLE,37.9179001,3.6661999
KENYA,NORTH EASTERN,MANDERA,KHALALIO,HARERI HOSLE,30.819,BEDA,41.7705002,3.8356199
KENYA,NORTH EASTERN,MANDERA,FINO,OMAR JILLOW,180.594,OMAR-JILLOW,41.6418991,3.7354701
KENYA,NORTH EASTERN,MANDERA,KHALALIO,HARERI HOSLE,102.4255,HARERI-HOSLE,41.7235985,3.76651
KENYA,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,220.6069,NALAPATUI,34.5074997,3.66012
KENYA,NORTH EASTERN,MANDERA,DANDU,GITHER,230.3159,SAKI,39.8375015,3.6206601
KENYA,NORTH EASTERN,MANDERA,FINO,ARABIA,786.0715,ARABIA,41.5074005,3.5815201
KENYA,EASTERN,MOYALE,URAN,URAN,22.5837,URAN,38.539299,3.62397
KENYA,EASTERN,MARSABIT,NORTH HORR,GALAS,2395.6671,GALAS,36.6699982,3.2950599
KENYA,EASTERN,MOYALE,URAN,URAN,347.2584,LATAKA,38.5163002,3.4787199
KENYA,EASTERN,MOYALE,OBBU,SOLOLO,7.7454,WAYE GODHA,38.6896019,3.60566
KENYA,EASTERN,MOYALE,URAN,WALDA,607.0515,WALDA,38.4277,3.4496801
KENYA,EASTERN,MARSABIT,LOIYANGALANI,LOIYANGALANI,377.3463,MOITE,36.3170013,3.3357899
KENYA,EASTERN,MOYALE,OBBU,SOLOLO,47.0366,SOLOLO TOWNSHIP,38.6679001,3.5432501
KENYA,RIFT VALLEY,TURKANA,OROPOI,LORENG,151.6998,NAMUKIRIONOKI,34.5339012,3.5218
KENYA,RIFT VALLEY,TURKANA,KALOKOL,NAMUKUSE,34.6614,NAMUKUSE,35.9123001,3.48294
KENYA,EASTERN,MOYALE,CENTRAL,HEILU,6.0084,HEILU,39.0836983,3.52317
KENYA,EASTERN,MOYALE,CENTRAL,HEILU,9.0837,MANSILE,39.1007004,3.51441
KENYA,NORTH EASTERN,MANDERA,DANDU,DANDU,290.4415,DANDU,39.8949013,3.43788
KENYA,EASTERN,MOYALE,CENTRAL,BORI,142.1225,BORI,38.9827995,3.46804
KENYA,RIFT VALLEY,TURKANA,OROPOI,LETEA,237.4016,LOITO,34.4698982,3.42155
KENYA,EASTERN,MOYALE,CENTRAL,HEILU,25.5135,KINISA,39.1301994,3.49229
KENYA,NORTH EASTERN,WAJIR,BUTE,GODOMA,94.2281,GODOMA(WAJIR),39.3326988,3.3517699
KENYA,EASTERN,MOYALE,GOLBO,GODOMA,55.1511,GODOMA(MOYALE),39.301899,3.3972199
KENYA,EASTERN,MOYALE,GOLBO,NANA,87.13,YABALO,39.1833,3.4389
KENYA,NORTH EASTERN,WAJIR,GURAR,GURAR,683.2531,GURAR,39.5970001,3.3157301
KENYA,EASTERN,MOYALE,GOLBO,GODOMA,67.0306,GODOMA DIDIGO,39.2738991,3.3873501
KENYA,NORTH EASTERN,WAJIR,BUTE,OGORJI,76.2096,ADADIJOLE,39.480999,3.3875101
KENYA,EASTERN,MOYALE,URAN,RAWANA,2247.0877,RAWANA,38.6727982,2.83058
KENYA,NORTH EASTERN,MANDERA,DANDU,DANDU,247.3406,ELDANABA,39.8917007,3.3413301
KENYA,NORTH EASTERN,MANDERA,FINO,FINO,120.3708,HARERI-TUR,41.4104004,3.3247001
KENYA,NORTH EASTERN,MANDERA,TAKABA,DIDKURO,627.0458,DIDKURO,40.1433983,3.2316899
KENYA,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,496.3582,ELIYE,35.971199,3.2151301
KENYA,RIFT VALLEY,TURKANA,OROPOI,LETEA,621.1653,LOKIPOTO,34.5702019,3.19611
KENYA,EASTERN,MARSABIT,LOIYANGALANI,LOIYANGALANI,1555.5538,LOIYANGALANI,36.6286011,2.8903
KENYA,NORTH EASTERN,MANDERA,LAFEY,LAFEY,312.5048,LAFEY,41.1739006,3.1333301
KENYA,EASTERN,MOYALE,GOLBO,DABEL,319.9804,DABEL,39.2419014,3.1828699
KENYA,NORTH EASTERN,MANDERA,LAFEY,DAMASA,132.2299,DAMASA,41.3196983,3.2026501
KENYA,EASTERN,MOYALE,GOLBO,DABEL,1599.8955,KOMOR GUYO TIMO,39.0213013,2.93893
KENYA,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,108.9517,NAOROS,36.1072998,3.11502
KENYA,NORTH EASTERN,WAJIR,BUNA,KORODILLE,605.0979,KORODILLE,39.3059006,2.96842
KENYA,EASTERN,MOYALE,GOLBO,DABEL,187.6981,GOLA,39.2669983,3.06444
KENYA,NORTH EASTERN,MANDERA,SHIMBIR FATUMA,BURMAYO NORTH,303.7027,BURMAYO NORTH,40.3376999,3.0668199
KENYA,RIFT VALLEY,TURKANA,LOIMA,LOKIRIAMA,461.9107,LOCHOR-ALOMALA,34.7173996,2.9091699
KENYA,NORTH EASTERN,MANDERA,ELWAK,WANTE,217.5529,WANTE,41.0500984,2.9256401
KENYA,NORTH EASTERN,MANDERA,SHIMBIR FATUMA,BURMAYO SOUTH,206.0224,BURMAYO SOUTH,40.4057999,2.95368
KENYA,RIFT VALLEY,TURKANA,KERIO,KERIO,765.8853,NAKURIO(KERIO),36.1738014,2.8276501
KENYA,NORTH EASTERN,WAJIR,TARBAJ,ELBEN,2153.909,ELBEN,40.3451004,2.62378
KENYA,NORTH EASTERN,MANDERA,SHIMBIR FATUMA,FINCHARO,407.6085,FINCHARO,40.6001015,2.85378
KENYA,NORTH EASTERN,WAJIR,BUNA,LEISANYU,1282.0959,LEISANYU,39.1118011,2.63604
KENYA,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,244.077,LOBEI,35.1548004,2.70699
KENYA,RIFT VALLEY,TURKANA,LOIMA,LOKIRIAMA,161.9898,LOKIRIAMA,34.8331985,2.73772
KENYA,RIFT VALLEY,TURKANA,LOKORI,KATILIA,1775.8291,PARKATI(TURKANA),36.4575996,2.3936601
KENYA,NORTH EASTERN,MANDERA,ELWAK,BULLA AFYA,12.5099,BULLA AFYA,40.9706001,2.7979
KENYA,NORTH EASTERN,MANDERA,ELWAK,ELWAK SOUTH,88.7251,ELWAK SOUTH,40.9353981,2.7608099
KENYA,NORTH EASTERN,MANDERA,KOTULO,BORE HOLE II,405.703,BORE HOLE II,40.8347015,2.7176099
KENYA,NORTH EASTERN,MANDERA,KOTULO,KUTAYO,247.2966,BOJI GARSE,40.5811996,2.66855
KENYA,RIFT VALLEY,TURKANA,TURKWEL,KOTARUK,337.4947,LOKIPETOT ARENG,35.3190994,2.6081901
KENYA,RIFT VALLEY,TURKANA,LOIMA,LORENGIPPI,209.7017,KAEMANIK,34.8963013,2.63462
KENYA,RIFT VALLEY,WEST POKOT,ALALE,AKORET,160.2074,KOLA,35.1133003,2.5155699
KENYA,RIFT VALLEY,TURKANA,LOIMA,LORENGIPPI,180.1437,LORENGIPPI,34.9985008,2.5561199
KENYA,NORTH EASTERN,MANDERA,KOTULO,DABACITY,148.0418,DABACITY,40.8857002,2.6198101
KENYA,NORTH EASTERN,WAJIR,KOTULO,EL-KOTULO,252.3185,EL-KOTULO,40.5270004,2.5144
KENYA,RIFT VALLEY,TURKANA,TURKWEL,KOTARUK,168.433,NAIPA,35.3350983,2.5267501
KENYA,NORTH EASTERN,MANDERA,KOTULO,GARSESALA,237.1221,GARSESALA,40.9339981,2.52262
KENYA,NORTH EASTERN,MANDERA,KOTULO,KOTULO,129.7262,LEHELE,40.6383018,2.5176799
KENYA,RIFT VALLEY,WEST POKOT,ALALE,KALAPATA,101.7407,LOTUKUM,35.0360985,2.46543
KENYA,RIFT VALLEY,TURKANA,LOIMA,LORENGIPPI,69.5792,LOYA,34.9766998,2.48037
KENYA,NORTH EASTERN,MANDERA,KOTULO,KOTULO,478.135,KOTULO(MANDERA),40.7708015,2.4242301
KENYA,RIFT VALLEY,TURKANA,TURKWEL,KOTARUK,236.9164,KOTARUK,35.2888985,2.4253199
KENYA,RIFT VALLEY,SAMBURU,NYIRO,SOUTH HORR,274.538,LONJORIN,36.7840004,2.35079
KENYA,NORTH EASTERN,MANDERA,KOTULO,EL RHAMU,488.1159,ELRHAMU,40.9163017,2.3387899
KENYA,NORTH EASTERN,WAJIR,GRIFTU,BASIR,285.0986,BASIR,39.0172005,2.33952
KENYA,RIFT VALLEY,SAMBURU,NYIRO,TUUM,109.4416,IJUUK,36.7220993,2.3598599
KENYA,RIFT VALLEY,WEST POKOT,ALALE,LOKITANYALA,39.6476,LOKITANYALA,34.9370003,2.38957
KENYA,EASTERN,MARSABIT,LOIYANGALANI,SOUTH HORR,740.9213,KURUNGU,36.9463005,2.31199
KENYA,NORTH EASTERN,WAJIR,KOTULO,KOTULO,293.471,KOTULO(WAJIR),40.592701,2.3175399
KENYA,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,344.1828,KALOMAE,35.3525009,2.27492
KENYA,RIFT VALLEY,SAMBURU,NYIRO,PARKATI,95.8347,LKAYO,36.6612015,2.36552
KENYA,RIFT VALLEY,WEST POKOT,ALALE,LOKITANYALA,29.78,SASAK,34.9449997,2.3319499
KENYA,NORTH EASTERN,WAJIR,WAJIR-BOR,KHOROF-HARAR,1994.717,KHOROF-HARAR,40.6451988,2.0740199
KENYA,RIFT VALLEY,WEST POKOT,ALALE,KALAPATA,54.7866,KALAPATA(WPOKOT),34.9818993,2.32358
KENYA,EASTERN,MARSABIT,MAIKONA,BUBISA,4247.8673,SHURA,38.4962006,2.11569
KENYA,RIFT VALLEY,WEST POKOT,ALALE,ALALE,39.0774,AMAKURIET,34.9849014,2.2845399
KENYA,NORTH EASTERN,WAJIR,GRIFTU,ARBAJAHAN,1236.0593,ARBAJAHAN,39.2076988,2.18436
KENYA,RIFT VALLEY,WEST POKOT,ALALE,ALALE,38.5172,NARUORO,34.9931984,2.2616401
KENYA,RIFT VALLEY,WEST POKOT,ALALE,ALALE,47.4852,ALALE,35.0116997,2.2479999
KENYA,RIFT VALLEY,SAMBURU,NYIRO,PARKATI,123.3289,PARKATI(SAMBURU),36.6792984,2.1608901
KENYA,RIFT VALLEY,WEST POKOT,ALALE,KASES,94.3981,PCHOLIO,35.0168991,2.2028601
KENYA,EASTERN,MARSABIT,LOIYANGALANI,SOUTH HORR,500.1736,SOUTH HORR(MARSA),37.0301018,2.0877399
KENYA,RIFT VALLEY,TURKANA,LOKORI,KATILIA,797.6818,ELELEA,36.3123016,2.1227
KENYA,RIFT VALLEY,WEST POKOT,ALALE,KASES,218.6603,KASES,35.0404015,2.1157999
KENYA,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,226.9052,NAKWAMORU,35.4129982,2.06481
KENYA,RIFT VALLEY,SAMBURU,NYIRO,KAWOP,86.6377,NAKWEI,36.6450996,2.0604899
KENYA,RIFT VALLEY,SAMBURU,NYIRO,KAWOP,378.0891,LONYANGATEN,36.639801,1.93656
KENYA,NORTH EASTERN,WAJIR,GRIFTU,ARBAJAHAN,1081.2418,GARSE KOFTU,39.2733994,2.00541
KENYA,EASTERN,ISIOLO,MERTI,YAMICHA,1560.3559,YAMICHA,38.9137993,1.85794
KENYA,RIFT VALLEY,TURKANA,LOKORI,LOKORI,1039.8424,LOTUBAE,36.3620987,1.91398
KENYA,EASTERN,MARSABIT,LAISAMIS,LOGOLOGO,926.7248,GUDAS/SORIADI,38.0796013,1.91381
KENYA,EASTERN,MARSABIT,LAISAMIS,ILLAUT/NGURUNIT,364.5419,ILLAUT(MARSABIT),37.2514,1.95801
KENYA,RIFT VALLEY,WEST POKOT,ALALE,KIWAWA,102.2707,KIWAWA,35.031601,1.98658
KENYA,NORTH EASTERN,WAJIR,WAJIR-BOR,KHOROF-HARAR,720.4537,KONTON,40.8195,1.95759
KENYA,RIFT VALLEY,TURKANA,KAINUK,KAINUK,652.7485,KAKONG,35.6487999,1.90885
KENYA,RIFT VALLEY,TURKANA,KAINUK,KAINUK,139.9647,LOYAPAT,35.4760017,1.89647
KENYA,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,81.1581,LOROGON,35.4140015,1.9330601
KENYA,NORTH EASTERN,WAJIR,HADADO,ADHI -BOGOL,1430.7664,ADHI-BOGOL,39.3785019,1.79934
KENYA,RIFT VALLEY,TURKANA,LOMELO,KAMUGE,337.72,NGILUKIA,36.4543991,1.78506
KENYA,RIFT VALLEY,SAMBURU,BARAGOI,NACHOLA,117.9419,TERTER,36.5751991,1.8564
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,KAPCHOK,251.5167,KAPYEN,35.0998001,1.85895
KENYA,RIFT VALLEY,TURKANA,LOKORI,LOCHAKULA,198.9843,LOCHAKULA,35.7815018,1.81734
KENYA,RIFT VALLEY,TURKANA,LOKORI,LOCHAKULA,651.4841,KAKULIT,35.9037018,1.78565
KENYA,EASTERN,MARSABIT,LAISAMIS,ILLAUT/NGURUNIT,413.1694,NGURUNIT,37.410099,1.74782
KENYA,NORTH EASTERN,WAJIR,WAJIR-BOR,RIBA,771.4624,RIBA,40.6423988,1.82417
KENYA,RIFT VALLEY,TURKANA,KAINUK,KAINUK,194.1145,KAINUK,35.5811996,1.80577
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,KAPCHOK,192.3088,KONYAO,35.0559998,1.76493
KENYA,RIFT VALLEY,TURKANA,LOMELO,KAMUGE,819.7339,KAMUGE,36.2205009,1.69872
KENYA,RIFT VALLEY,WEST POKOT,SIGOR,PORKOYU,73.7298,PAREK,35.4235992,1.77641
KENYA,RIFT VALLEY,SAMBURU,BARAGOI,NACHOLA,162.7737,NACHOLA,36.6078987,1.77923
KENYA,EASTERN,MARSABIT,LAISAMIS,LAISAMIS,1400.9726,LAISAMIS,37.963501,1.71104
KENYA,NORTH EASTERN,WAJIR,WAJIR-BOR,WAJIR-BOR,887.0205,WAJIR-BOR,40.5136986,1.74496
KENYA,RIFT VALLEY,WEST POKOT,SIGOR,PORKOYU,105.4471,SARMACH,35.4698982,1.73212
KENYA,RIFT VALLEY,WEST POKOT,SIGOR,MASOL,139.2987,AMOLEM,35.5881004,1.72006
KENYA,EASTERN,MARSABIT,LAISAMIS,LAISAMIS,716.4513,LONTOLIO,37.5985985,1.60103
KENYA,EASTERN,ISIOLO,MERTI,YAMICHA,1642.3006,URURA,38.8534012,1.57515
KENYA,RIFT VALLEY,TURKANA,LOMELO,NAPEITOM,903.3937,NAPEITOM,35.9976006,1.57929
KENYA,RIFT VALLEY,SAMBURU,BARAGOI,MARTI,352.1165,KALELE,36.5959015,1.59359
KENYA,EASTERN,MARSABIT,LAISAMIS,LAISAMIS,1518.1023,KOYA,38.0932007,1.53767
KENYA,RIFT VALLEY,WEST POKOT,CHESEGON,SEKEROT,137.67,AMALER,35.7294006,1.6386499
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,KODICH,47.7254,KARAMERI,35.0429001,1.68144
KENYA,NORTH EASTERN,WAJIR,DIFF,GERILLE,629.1171,GERILLE(WAJIR),40.9107018,1.5315
KENYA,NORTH EASTERN,WAJIR,HADADO,HADADO NORTH,876.0575,HADADO NORTH,39.5497017,1.5244499
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,KODICH,62.9221,KODICH,35.0415993,1.63035
KENYA,RIFT VALLEY,BARINGO,KOLLOWA,NGORON,218.5466,NGAINA,35.8028984,1.4913501
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,LOKICHAR,32.1182,OROLWO,34.9794006,1.60541
KENYA,RIFT VALLEY,TURKANA,LOMELO,LOMELO,598.3609,LOMELO,36.2593002,1.45072
KENYA,RIFT VALLEY,SAMBURU,BARAGOI,MARTI,695.1816,MORUAKIRING,36.4906006,1.48983
KENYA,RIFT VALLEY,WEST POKOT,CHESEGON,SEKEROT,143.4369,CHEPSERUM,35.7055016,1.50179
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,SUAM,40.859,NGENGECHWO,34.9986,1.53422
KENYA,EASTERN,MARSABIT,LAISAMIS,MERILLE,188.6375,MERILLE,37.7699013,1.46832
KENYA,EASTERN,MARSABIT,LAISAMIS,LAISAMIS,165.7939,IRIR,37.6435013,1.44613
KENYA,RIFT VALLEY,TURKANA,LOMELO,LOMELO,293.615,KATIIR,36.0647011,1.39828
KENYA,RIFT VALLEY,BARINGO,KOLLOWA,NGORON,120.9673,MIRGIS,35.7448997,1.39586
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,KOPULIO,61.7326,NAKUYEN,34.9026985,1.45131
KENYA,EASTERN,ISIOLO,MERTI,BISAN BILIKU,2587.2534,KOM,38.2246017,1.20751
KENYA,RIFT VALLEY,WEST POKOT,CHESEGON,LOMUT,114.5063,PTIASIS,35.6257019,1.40057
KENYA,RIFT VALLEY,SAMBURU,WASO,SELEOLIPI,1520.8208,SEREOLIPI,37.7839012,1.2016701
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,KOPULIO,52.619,KANYERUS,34.8237,1.4006
KENYA,RIFT VALLEY,WEST POKOT,KACHELIBA,KOPULIO,92.552,KOPULIO,34.8628006,1.36936
KENYA,RIFT VALLEY,SAMBURU,WASO,SELEOLIPI,573.3352,NDONYO WASIN,37.5601006,1.31151
KENYA,RIFT VALLEY,SAMBURU,KIRISIA,PORO,266.5611,SIAMBU,36.4986992,1.2901
KENYA,NORTH EASTERN,WAJIR,DIFF,DIFF,720.0327,AMBALASH,40.8955994,1.24632
KENYA,RIFT VALLEY,TURKANA,LOMELO,NADOME,247.2755,NADOME,36.3377991,1.31585
KENYA,RIFT VALLEY,WEST POKOT,CHESEGON,CHEPTULEL,22.6687,KOKWOSITOT,35.6493988,1.34829
KENYA,RIFT VALLEY,BARINGO,KOLLOWA,NGORON,136.7229,NGORON,35.7575989,1.30038
KENYA,RIFT VALLEY,TURKANA,LOMELO,KAPEDO,310.2985,SILALE,36.2294006,1.21503
KENYA,RIFT VALLEY,WEST POKOT,KONGELAI,KANYARKWAT,50.3401,KATIKOMOR,34.8698997,1.2989399
KENYA,RIFT VALLEY,TURKANA,LOMELO,KAPEDO,216.1348,KAPEDO,36.0980988,1.2575001
KENYA,RIFT VALLEY,WEST POKOT,CHESEGON,CHEPTULEL,18.5226,LEBEI,35.6435013,1.30813
KENYA,RIFT VALLEY,WEST POKOT,KONGELAI,KANYARKWAT,46.0543,KANYARKWAT,34.9376984,1.27882
KENYA,RIFT VALLEY,MARAKWET,TOT,KABEN,15.2117,KABEN,35.6414986,1.29513
KENYA,RIFT VALLEY,WEST POKOT,CHESEGON,CHEPKOKOGH,10.1556,TIRAP,35.5690002,1.29466
KENYA,RIFT VALLEY,MARAKWET,TIRAP,EMBOBUT,30.4594,KIPCHUMWA,35.5680008,1.26187
KENYA,RIFT VALLEY,WEST POKOT,KAPENGURIA,KERINGET,17.4449,CHEPTUYA,35.0185013,1.2483
KENYA,RIFT VALLEY,MARAKWET,TOT,ENDO,19.0686,BARKELAT,35.6506996,1.26771
KENYA,RIFT VALLEY,TRANS NZOIA,ENDEBESS,CHEPCHOINA,206.019,KAPTEGA,34.7566986,1.1954499
KENYA,RIFT VALLEY,MARAKWET,KAPYEGO,KAPYEGO,103.6263,KESSOM,35.5098,1.20173
KENYA,RIFT VALLEY,SAMBURU,KIRISIA,LOOSUK,148.2391,PURRA,36.4620018,1.17667
KENYA,RIFT VALLEY,WEST POKOT,LELAN,KAPYOGEN,48.2261,CHEPKONO,35.2276993,1.21166
KENYA,RIFT VALLEY,BARINGO,KOLLOWA,KOLLOWA,95.1899,KOLLOWA,35.7621002,1.2240601
KENYA,RIFT VALLEY,WEST POKOT,KAPENGURIA,MNANGEI,20.4083,PSIGIRIO,35.0890999,1.2068
KENYA,RIFT VALLEY,TRANS NZOIA,KWANZA,KAPOMBOI,38.9164,KOLONGOLO,34.9594002,1.21845
KENYA,RIFT VALLEY,TRANS NZOIA,KWANZA,KWANZA,36.5884,KEIYO,35.0130005,1.21307
KENYA,RIFT VALLEY,TURKANA,LOMELO,NADOME,525.8746,EKIPOR,36.3637009,1.0981801
KENYA,RIFT VALLEY,TRANS NZOIA,KWANZA,KAPOMBOI,46.3072,KAPKOI(TNZOIA),34.914299,1.2149
KENYA,RIFT VALLEY,WEST POKOT,KAPENGURIA,MNANGEI,14.2686,KERINGET(WPOKOT),35.0638008,1.2056299
KENYA,RIFT VALLEY,WEST POKOT,KAPENGURIA,KAIBOS,9.1911,KAPKATET(WPOKOT),35.1649017,1.20407
KENYA,RIFT VALLEY,WEST POKOT,LELAN,LELAN,21.3061,KABICHBICH,35.2547989,1.19136
KENYA,RIFT VALLEY,MARAKWET,KAPYEGO,KAPYEGO,34.135,KAPYEGO,35.4548988,1.1696301
KENYA,RIFT VALLEY,WEST POKOT,KAPENGURIA,TALAU,3.785,CHEPKOTI,35.1118011,1.19751
KENYA,RIFT VALLEY,BARINGO,KOLLOWA,KOLLOWA,80.8676,CHEPKERERAT,35.770401,1.15519
KENYA,RIFT VALLEY,TRANS NZOIA,KAPLAMAI,MAKUTANO,37.332,KAPSARA,35.1636009,1.12163
